YEAR,Weekday,Holiday,Day of Month,Month Num,Hour,Demand,Load,Min Tem,Max Tem,avr tem,min hum ,max hum,avr hum,rain,snow ,T precipitation,snow level,W D 03,W S 03,W D 09,W S 09,W D 15,W S 15,max W D ,max W S 
1,1,1,1,1,1,148.73,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,2,141.02,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,3,134.59,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,4,114.34,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,5,108.24,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,6,106.06,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,7,96.03,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,8,96.74,0,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,9,104.12,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,10,108.19,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,11,107.73,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,12,104.95,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,13,104.66,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,14,103.91,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,15,102.74,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,16,101.66,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,17,103.48,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,18,114.03,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,19,150.13,2,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,20,165.18,2,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,21,162.01,2,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,22,154.62,2,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,23,147.06,2,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,1,1,1,1,24,133.76,1,15.8,15.8,9.15,31,95,63,2.4,0,2.4,0,230,3,250,6,240,4,230,13
1,2,1,2,1,1,130,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,2,118.43,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,3,107.45,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,4,103.22,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,5,101.42,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,6,101.53,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,7,99.88,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,8,89.74,0,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,9,90.32,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,10,98.11,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,11,105.39,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,12,107.55,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,13,108.25,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,14,109.68,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,15,111.6,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,16,112.81,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,17,116.05,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,18,120.06,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,19,133.78,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,20,156.24,2,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,21,161.64,2,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,22,156.96,2,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,23,150.81,2,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,2,1,2,1,24,141.4,1,4.9,15.1,10,46,98,72,29.9,0,29.9,0,250,2,260,3,170,3,170,16
1,3,1,3,1,1,126,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,2,113,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,3,104,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,4,98,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,5,96,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,6,97,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,7,95.65,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,8,84,0,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,9,87.67,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,10,95.68,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,11,100.73,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,12,102.72,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,13,101.49,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,14,100.02,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,15,99.07,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,16,99.02,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,17,98.56,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,18,100.4,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,19,105.9,2,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,20,142.16,2,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,21,162,2,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,22,158.78,2,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,23,152.94,2,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,3,1,3,1,24,143.9,1,2.5,9.6,6.05,27,83,55,0,0,0,0,260,7,260,9,260,4,220,18
1,4,1,4,1,1,128.27,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,2,114.13,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,3,104.99,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,4,99.81,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,5,98.4,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,6,98.43,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,7,99.04,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,8,87.15,0,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,9,88.91,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,10,95.85,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,11,102.31,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,12,104.23,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,13,102.75,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,14,100.88,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,15,99.42,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,16,99.07,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,17,99.51,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,18,100.46,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,19,109.13,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,20,145.55,2,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,21,163.1,2,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,22,159.21,2,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,23,153.25,2,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,4,1,4,1,24,143.48,1,-7.5,15.5,4,15,88,51.5,0,0,0,0,0,4,160,3,350,2,220,11
1,5,0,5,1,1,126.39,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,2,112.77,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,3,104.67,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,4,100.98,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,5,100.84,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,6,100.78,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,7,101.21,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,8,91.89,0,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,9,95.62,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,10,105.94,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,11,113.65,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,12,115.78,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,13,113.57,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,14,112.56,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,15,112.75,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,16,111.65,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,17,111.2,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,18,111.8,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,19,117.62,2,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,20,152.83,2,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,21,167.35,2,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,22,163.84,2,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,23,156.48,2,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,5,0,5,1,24,146.55,1,-2.8,13.8,5.5,42,91,66.5,0.3,0,0.3,0,250,2,210,5,230,4,220,11
1,6,0,6,1,1,130.71,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,2,116.96,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,3,106.16,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,4,102.32,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,5,101.41,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,6,102.31,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,7,100.73,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,8,93.08,0,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,9,98.03,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,10,107.03,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,11,113.71,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,12,114.96,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,13,111.91,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,14,110.01,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,15,107.09,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,16,106.99,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,17,109.51,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,18,113.19,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,19,120.16,2,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,20,150.7,2,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,21,166.74,2,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,22,163.04,2,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,23,156.2,2,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,6,0,6,1,24,146.35,1,0,13.5,6.75,35,90,62.5,1.4,0,1.4,0,360,1,220,9,240,11,220,17
1,7,1,7,1,1,131.22,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,2,118.29,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,3,109.08,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,4,105.44,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,5,103.67,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,6,102.63,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,7,102.82,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,8,95.29,0,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,9,96.21,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,10,101.66,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,11,107.48,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,12,111.34,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,13,109.03,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,14,105.53,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,15,105.95,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,16,105.11,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,17,104.49,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,18,105.58,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,19,108.82,2,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,20,145.1,2,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,21,165.81,2,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,22,162.03,2,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,23,155.76,2,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,7,1,7,1,24,144.8,1,0.4,10.9,5.65,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,1,127.51,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,2,114.62,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,3,106.94,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,4,102.34,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,5,101.44,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,6,101.83,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,7,101.28,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,8,94.21,0,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,9,102.14,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,10,111.58,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,11,116.52,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,12,117.56,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,13,117.66,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,14,113.32,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,15,110.98,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,16,111.49,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,17,110.4,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,18,112.12,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,19,117.66,2,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,20,153.81,2,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,21,173.27,2,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,22,167.81,2,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,23,160.16,2,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,1,0,8,1,24,148.99,1,0.4,10.9,7.4,43,98,70.5,10.3,0,10.3,0,170,2,180,2,120,2,310,11
1,2,0,9,1,1,132.51,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,2,117.87,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,3,110.85,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,4,107.11,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,5,106.51,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,6,107.15,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,7,106.97,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,8,96.48,0,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,9,103.29,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,10,113.65,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,11,120.06,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,12,121.86,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,13,120.14,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,14,116.76,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,15,116.05,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,16,116.63,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,17,121.43,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,18,128.84,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,19,133.98,2,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,20,160.5,2,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,21,171.87,2,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,22,166.99,2,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,23,159.73,2,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,2,0,9,1,24,146.8,1,-3.8,18.6,8.35,23,93,58,0,0,0,0,280,1,160,2,20,2,280,4
1,3,0,10,1,1,130.55,0,0.8,17.3,9.05,43,100,71.5,7.1,0,7.1,0,40,3,100,3,260,9,250,17
1,3,0,10,1,2,117.72,0.8,0.8,17.3,9.05,43,100,71.5,7.1,0,7.1,0,40,3,100,3,260,9,250,17
